PoleID,CircuitID,Latitude,Longitude,Material,Height,InstallYear,AccessType,RiskZoneID
P_0012482,CKT_0046,42.777886,-116.917796,Wood,48,1999,Backyard,4
P_0012483,CKT_0143,43.048403,-116.864736,Steel,59,1989,Roadside,1
P_0012484,CKT_0125,39.946123,-120.024968,Composite,64,1978,Backyard,4
P_0012485,CKT_0103,42.987716,-116.975811,Wood,72,1999,Off-road,1
P_0012486,CKT_0098,43.052941,-116.969699,Composite,36,2019,Off-road,1
P_0012487,CKT_0143,42.837767,-116.914104,Wood,75,2009,Backyard,2
P_0012488,CKT_0056,41.981364,-118.014111,Steel,71,1994,Backyard,1
P_0012489,CKT_0118,42.806259,-116.944763,Composite,30,2017,Backyard,2
P_0012490,CKT_0061,39.831889,-119.953737,Wood,73,1974,Roadside,2
P_0012491,CKT_0067,42.932801,-117.020318,Wood,50,2014,Off-road,4
P_0012492,CKT_0075,41.875738,-117.987783,Steel,59,1980,Roadside,4
P_0012493,CKT_0107,41.892131,-118.168597,Composite,71,2013,Roadside,5
P_0012494,CKT_0025,43.090221,-116.943171,Steel,54,1987,Backyard,3
P_0012495,CKT_0092,42.930029,-116.901466,Composite,52,1987,Roadside,3
P_0012496,CKT_0013,40.107388,-119.90535,Composite,56,2000,Backyard,4
P_0012497,CKT_0031,39.991336,-119.991896,Composite,53,1966,Off-road,4
P_0012498,CKT_0140,43.283147,-116.954899,Steel,47,1997,Backyard,5
P_0012499,CKT_0026,39.936469,-119.92082,Wood,72,1990,Backyard,5
P_0012500,CKT_0036,39.998666,-119.899688,Steel,37,1979,Roadside,1
P_0012501,CKT_0007,39.867496,-120.037426,Wood,41,1986,Backyard,3
P_0012502,CKT_0051,40.052187,-120.214207,Steel,71,1981,Backyard,2
P_0012503,CKT_0029,39.950849,-120.003146,Wood,48,1993,Off-road,5
P_0012504,CKT_0089,39.777457,-120.125798,Steel,38,2002,Backyard,5
P_0012505,CKT_0148,41.966302,-117.905817,Steel,48,1994,Roadside,3
P_0012506,CKT_0020,41.923459,-117.830235,Wood,74,2009,Backyard,3
P_0012507,CKT_0014,39.946021,-119.986176,Wood,51,2007,Off-road,4
P_0012508,CKT_0021,42.956465,-117.042593,Wood,42,1995,Roadside,4
P_0012509,CKT_0115,43.229642,-116.95254,Composite,51,2006,Roadside,1
P_0012510,CKT_0111,40.033184,-119.858192,Composite,36,2002,Backyard,1
P_0012511,CKT_0014,39.967857,-120.207344,Wood,64,2006,Backyard,3
P_0012512,CKT_0060,40.113117,-120.134033,Composite,69,1987,Backyard,5
P_0012513,CKT_0021,42.797744,-116.836275,Steel,40,1976,Off-road,5
P_0012514,CKT_0048,41.878866,-118.08226,Wood,72,1977,Roadside,2
P_0012515,CKT_0047,43.066237,-116.979051,Steel,34,2004,Off-road,5
P_0012516,CKT_0026,39.918012,-120.003632,Steel,59,2011,Roadside,1
P_0012517,CKT_0082,39.923831,-120.015754,Composite,30,2020,Roadside,4
P_0012518,CKT_0046,42.940131,-117.075651,Steel,74,2015,Backyard,3
P_0012519,CKT_0050,39.986175,-120.20529,Wood,54,1968,Backyard,5
P_0012520,CKT_0147,41.898322,-118.071078,Composite,30,2020,Off-road,5
P_0012521,CKT_0105,42.84744,-116.906753,Steel,68,1974,Backyard,1
P_0012522,CKT_0087,43.020206,-117.014196,Steel,44,2008,Backyard,5
P_0012523,CKT_0069,40.09325,-119.984125,Steel,60,1981,Off-road,2
P_0012524,CKT_0033,39.98284,-120.070278,Composite,49,2014,Backyard,4
P_0012525,CKT_0009,42.858973,-116.982355,Composite,63,1999,Off-road,2
P_0012526,CKT_0148,41.988385,-117.901827,Composite,62,1991,Roadside,4
P_0012527,CKT_0127,42.941994,-117.212733,Composite,35,2009,Off-road,4
P_0012528,CKT_0039,40.079026,-119.874789,Steel,54,1984,Off-road,3
P_0012529,CKT_0035,42.209127,-117.876076,Composite,73,1968,Off-road,3
P_0012530,CKT_0004,39.856074,-120.006736,Wood,35,2015,Off-road,4
P_0012531,CKT_0107,41.976203,-117.984189,Composite,50,1975,Off-road,1
P_0012532,CKT_0064,39.947488,-120.201555,Composite,58,2018,Off-road,1
P_0012533,CKT_0140,43.087423,-117.089766,Composite,31,2020,Backyard,2
P_0012534,CKT_0079,42.796401,-117.172988,Composite,34,1973,Backyard,1
P_0012535,CKT_0095,40.029508,-119.986132,Steel,50,2009,Backyard,3
P_0012536,CKT_0142,43.160366,-116.980081,Wood,38,2005,Off-road,3
P_0012537,CKT_0030,42.066962,-117.948093,Steel,69,1988,Off-road,4
P_0012538,CKT_0129,42.105524,-117.989509,Steel,66,1985,Backyard,5
P_0012539,CKT_0057,42.10276,-118.010187,Wood,70,1975,Backyard,5
P_0012540,CKT_0127,43.010459,-117.087668,Wood,44,1967,Backyard,5
P_0012541,CKT_0013,40.039488,-119.899733,Wood,58,2020,Roadside,1
P_0012542,CKT_0139,43.019911,-116.998805,Composite,74,2009,Roadside,3
P_0012543,CKT_0119,40.060393,-119.945171,Composite,49,1971,Roadside,2
P_0012544,CKT_0092,43.053071,-116.917841,Composite,46,1985,Off-road,2
P_0012545,CKT_0010,39.926352,-119.996472,Wood,41,2016,Backyard,5
P_0012546,CKT_0020,41.911686,-118.003922,Wood,41,1983,Backyard,3
P_0012547,CKT_0035,41.999266,-118.063693,Steel,34,1971,Backyard,2
P_0012548,CKT_0150,41.912609,-117.807126,Composite,59,1982,Roadside,3
P_0012549,CKT_0021,42.837609,-116.885733,Wood,48,2003,Roadside,5
P_0012550,CKT_0065,43.19848,-117.112286,Steel,42,1973,Backyard,1
P_0012551,CKT_0075,41.71952,-117.95764,Wood,43,1971,Backyard,3
P_0012552,CKT_0088,40.033734,-120.115794,Composite,32,1973,Off-road,1
P_0012553,CKT_0059,39.952256,-119.92564,Wood,54,1965,Off-road,4
P_0012554,CKT_0147,41.847305,-118.129841,Steel,44,2018,Backyard,3
P_0012555,CKT_0149,41.978462,-117.948418,Wood,43,1982,Off-road,4
P_0012556,CKT_0140,43.086323,-116.99499,Wood,41,2006,Off-road,4
P_0012557,CKT_0064,40.024695,-120.018362,Wood,45,2011,Backyard,4
P_0012558,CKT_0086,39.951587,-119.978578,Steel,34,2010,Backyard,2
P_0012559,CKT_0073,39.810617,-119.890144,Composite,65,2007,Backyard,1
P_0012560,CKT_0003,40.043863,-119.957696,Wood,51,1974,Roadside,3
P_0012561,CKT_0052,42.920201,-116.968365,Composite,35,1982,Off-road,2
P_0012562,CKT_0147,41.967412,-118.151653,Steel,36,1995,Roadside,2
P_0012563,CKT_0043,40.155775,-120.165198,Composite,54,1997,Backyard,1
P_0012564,CKT_0016,41.826696,-117.794525,Steel,72,1984,Off-road,3
P_0012565,CKT_0023,42.849111,-116.906166,Wood,54,1968,Off-road,2
P_0012566,CKT_0050,39.996199,-119.904406,Composite,45,1986,Backyard,4
P_0012567,CKT_0073,40.015293,-119.913614,Wood,40,1981,Roadside,3
P_0012568,CKT_0053,39.992176,-120.18749,Composite,53,2016,Roadside,1
P_0012569,CKT_0105,43.098293,-116.863617,Steel,34,1972,Roadside,5
P_0012570,CKT_0027,39.835286,-119.96104,Wood,30,1982,Backyard,5
P_0012571,CKT_0143,43.141187,-116.945757,Composite,38,1995,Backyard,2
P_0012572,CKT_0070,42.796559,-116.973181,Wood,47,1968,Off-road,4
P_0012573,CKT_0059,40.089533,-119.912038,Wood,53,1991,Off-road,2
P_0012574,CKT_0140,43.046991,-116.835131,Wood,51,1988,Backyard,4
P_0012575,CKT_0003,40.065622,-120.010804,Wood,62,1988,Off-road,5
P_0012576,CKT_0129,42.175268,-118.247915,Wood,63,2014,Roadside,5
P_0012577,CKT_0021,43.149237,-117.144122,Steel,43,2004,Off-road,4
P_0012578,CKT_0145,40.037046,-120.135713,Steel,63,2015,Backyard,5
P_0012579,CKT_0019,39.961236,-119.966253,Composite,32,1967,Backyard,3
P_0012580,CKT_0141,42.980958,-116.813361,Steel,75,1978,Roadside,5
P_0012581,CKT_0089,40.057217,-119.915469,Wood,59,2004,Off-road,2
P_0012582,CKT_0037,42.924145,-117.017064,Steel,70,1989,Roadside,5
P_0012583,CKT_0017,42.85075,-116.96875,Composite,48,1965,Backyard,3
P_0012584,CKT_0125,39.920046,-119.910468,Steel,53,1966,Roadside,4
P_0012585,CKT_0081,39.934002,-120.236694,Steel,30,1986,Backyard,4
P_0012586,CKT_0054,41.992658,-118.121951,Steel,50,1998,Off-road,5
P_0012587,CKT_0135,41.873242,-118.010285,Composite,32,2006,Backyard,3
P_0012588,CKT_0049,43.056866,-116.864694,Composite,55,2020,Off-road,4
P_0012589,CKT_0062,43.038745,-116.950077,Composite,75,2010,Roadside,2
P_0012590,CKT_0075,42.046444,-117.930475,Wood,40,1983,Roadside,1
P_0012591,CKT_0016,42.115438,-117.79693,Steel,45,1966,Roadside,4
P_0012592,CKT_0139,43.088714,-116.881939,Wood,74,1969,Off-road,1
P_0012593,CKT_0078,43.013832,-117.106981,Wood,57,2019,Off-road,4
P_0012594,CKT_0091,43.130713,-116.903056,Wood,45,1989,Roadside,3
P_0012595,CKT_0018,43.062071,-116.890006,Composite,35,2013,Off-road,1
P_0012596,CKT_0100,40.104785,-120.177225,Steel,75,1974,Roadside,2
P_0012597,CKT_0037,43.058521,-117.041939,Composite,55,1971,Roadside,2
P_0012598,CKT_0120,42.059479,-117.870356,Wood,40,2000,Backyard,1
P_0012599,CKT_0004,39.978901,-120.036157,Steel,30,2010,Roadside,3
P_0012600,CKT_0148,42.049274,-118.079872,Steel,49,1973,Roadside,3
P_0012601,CKT_0040,41.987215,-118.101698,Composite,68,1974,Roadside,3
P_0012602,CKT_0008,43.047031,-117.046418,Wood,31,1974,Roadside,2
P_0012603,CKT_0089,39.966024,-120.078805,Composite,33,1965,Roadside,1
P_0012604,CKT_0141,43.018002,-116.966814,Wood,38,1993,Off-road,5
P_0012605,CKT_0002,43.154625,-116.875363,Wood,64,2007,Off-road,2
P_0012606,CKT_0104,41.914376,-118.043465,Steel,72,1980,Backyard,1
P_0012607,CKT_0044,43.099221,-116.995421,Composite,67,2018,Backyard,5
P_0012608,CKT_0040,42.116023,-117.876236,Wood,75,1979,Backyard,2
P_0012609,CKT_0068,43.009519,-116.929725,Wood,68,1985,Backyard,1
P_0012610,CKT_0093,42.886628,-116.988922,Composite,61,1991,Roadside,5
P_0012611,CKT_0139,43.01625,-116.811062,Steel,74,1998,Backyard,4
P_0012612,CKT_0028,42.906544,-117.009951,Composite,61,2016,Backyard,3
P_0012613,CKT_0143,42.760317,-117.144285,Wood,64,2013,Off-road,4
P_0012614,CKT_0131,43.028558,-117.168838,Steel,67,1988,Roadside,4
P_0012615,CKT_0109,39.997585,-119.99061,Wood,47,1965,Off-road,2
P_0012616,CKT_0091,43.142033,-117.245947,Wood,71,1994,Roadside,5
P_0012617,CKT_0038,42.959735,-116.953647,Wood,55,1980,Roadside,4
P_0012618,CKT_0122,43.045695,-117.032884,Wood,38,1996,Roadside,1
P_0012619,CKT_0095,40.008265,-120.002642,Composite,51,1992,Backyard,2
P_0012620,CKT_0084,43.080256,-116.946087,Steel,34,1996,Off-road,2
P_0012621,CKT_0076,40.084886,-120.013623,Steel,41,2002,Roadside,3
P_0012622,CKT_0106,43.102867,-117.060556,Steel,68,2007,Off-road,5
P_0012623,CKT_0011,40.151356,-120.123281,Steel,75,1993,Backyard,2
P_0012624,CKT_0017,42.853174,-116.986587,Composite,41,2009,Backyard,2
P_0012625,CKT_0052,42.949839,-117.036656,Composite,39,1969,Backyard,4
P_0012626,CKT_0008,42.943531,-117.057613,Wood,68,1975,Roadside,2
P_0012627,CKT_0127,43.01988,-117.153393,Wood,63,2019,Roadside,2
P_0012628,CKT_0113,41.933269,-118.142328,Composite,35,1977,Off-road,3
P_0012629,CKT_0016,42.064184,-118.172707,Wood,40,1978,Backyard,5
P_0012630,CKT_0092,43.026101,-116.946165,Wood,54,1974,Backyard,1
P_0012631,CKT_0096,40.16158,-120.132667,Composite,75,1983,Roadside,1
P_0012632,CKT_0060,39.969293,-120.201597,Steel,49,1969,Roadside,3
P_0012633,CKT_0048,42.043088,-117.865404,Steel,40,1976,Off-road,2
P_0012634,CKT_0033,39.929141,-119.897654,Steel,53,1989,Backyard,1
P_0012635,CKT_0069,39.959132,-119.801049,Composite,72,2017,Off-road,5
P_0012636,CKT_0127,43.045753,-116.988513,Wood,66,2010,Roadside,3
P_0012637,CKT_0139,43.130329,-117.081026,Wood,47,1991,Roadside,5
P_0012638,CKT_0087,43.162611,-116.759307,Composite,42,1977,Off-road,4
P_0012639,CKT_0076,40.140112,-119.988553,Steel,37,1987,Roadside,3
P_0012640,CKT_0038,42.917022,-117.091696,Composite,44,1978,Off-road,5
P_0012641,CKT_0144,39.949677,-120.100168,Steel,62,2006,Off-road,3
P_0012642,CKT_0033,39.867643,-120.023424,Composite,35,2011,Off-road,1
P_0012643,CKT_0014,40.010823,-119.979472,Steel,45,2013,Roadside,5
P_0012644,CKT_0119,40.112044,-120.128554,Composite,47,1986,Off-road,4
P_0012645,CKT_0117,42.925304,-116.946113,Steel,66,1987,Roadside,5
P_0012646,CKT_0057,42.072339,-118.088167,Composite,41,1987,Backyard,2
P_0012647,CKT_0148,41.764483,-117.946317,Wood,41,2012,Off-road,2
P_0012648,CKT_0076,40.01495,-119.961657,Wood,30,1995,Roadside,5
P_0012649,CKT_0092,43.047318,-117.060966,Steel,34,2000,Backyard,5
P_0012650,CKT_0054,41.986179,-118.232525,Steel,62,2017,Backyard,4
P_0012651,CKT_0125,39.904055,-119.986586,Composite,59,1983,Backyard,3
P_0012652,CKT_0061,40.089022,-119.840098,Wood,69,1971,Backyard,5
P_0012653,CKT_0094,39.788907,-120.22404,Wood,53,2006,Backyard,3
P_0012654,CKT_0018,43.049664,-116.968941,Wood,65,2005,Backyard,5
P_0012655,CKT_0142,43.105056,-116.988383,Wood,72,2018,Roadside,4
P_0012656,CKT_0037,42.950459,-116.944091,Composite,30,2012,Roadside,3
P_0012657,CKT_0081,40.079324,-120.153807,Wood,73,2008,Backyard,3
P_0012658,CKT_0097,41.975718,-117.974287,Composite,36,2015,Roadside,1
P_0012659,CKT_0066,41.931571,-117.921999,Steel,52,2012,Backyard,2
P_0012660,CKT_0063,39.934526,-120.088533,Composite,49,1969,Roadside,4
P_0012661,CKT_0099,42.840822,-116.992196,Composite,56,1993,Backyard,5
P_0012662,CKT_0028,43.054574,-117.059499,Wood,71,2001,Backyard,1
P_0012663,CKT_0119,39.79525,-119.924094,Composite,50,2001,Backyard,3
P_0012664,CKT_0092,43.042757,-117.108696,Steel,32,1980,Roadside,4
P_0012665,CKT_0051,39.993797,-119.882269,Steel,40,2018,Backyard,3
P_0012666,CKT_0123,41.921787,-118.006442,Wood,75,1974,Roadside,4
P_0012667,CKT_0024,42.910734,-116.840008,Steel,47,2019,Off-road,2
P_0012668,CKT_0092,43.248866,-117.181155,Wood,56,2005,Roadside,3
P_0012669,CKT_0005,39.983005,-120.014854,Wood,49,2020,Roadside,2
P_0012670,CKT_0089,40.106002,-119.953793,Steel,34,1987,Roadside,3
P_0012671,CKT_0138,42.927661,-116.921735,Wood,37,1967,Off-road,1
P_0012672,CKT_0084,42.959045,-117.100815,Steel,73,2018,Backyard,5
P_0012673,CKT_0071,42.934793,-116.865067,Wood,71,1966,Off-road,3
P_0012674,CKT_0034,39.878341,-119.980623,Wood,34,2012,Roadside,2
P_0012675,CKT_0108,43.160824,-117.018583,Steel,40,2012,Backyard,3
P_0012676,CKT_0001,39.970064,-119.984888,Composite,58,1983,Backyard,5
P_0012677,CKT_0061,40.085496,-119.941921,Steel,33,1992,Backyard,4
P_0012678,CKT_0133,39.896421,-120.083262,Steel,48,1975,Off-road,4
P_0012679,CKT_0090,43.083561,-116.802769,Composite,44,1967,Backyard,1
P_0012680,CKT_0026,40.092282,-119.912486,Steel,63,1970,Off-road,1
P_0012681,CKT_0116,40.043844,-119.993408,Composite,34,2011,Roadside,1
P_0012682,CKT_0027,39.829059,-120.122554,Wood,48,2018,Backyard,5
P_0012683,CKT_0046,42.900968,-116.915716,Wood,53,1990,Off-road,3
P_0012684,CKT_0028,43.013115,-116.801132,Wood,36,1972,Off-road,5
P_0012685,CKT_0065,43.051374,-116.981964,Steel,49,2010,Off-road,1
P_0012686,CKT_0083,43.004329,-116.835082,Wood,47,1981,Off-road,1
P_0012687,CKT_0029,39.976291,-120.147012,Wood,72,2014,Off-road,1
P_0012688,CKT_0128,39.832423,-119.998951,Steel,40,2009,Roadside,1
P_0012689,CKT_0143,43.064414,-117.055243,Composite,48,2001,Roadside,1
P_0012690,CKT_0066,41.986499,-117.958744,Steel,66,2003,Roadside,1
P_0012691,CKT_0041,43.221376,-116.91068,Composite,56,1983,Roadside,3
P_0012692,CKT_0074,39.942962,-120.046685,Wood,38,1969,Roadside,4
P_0012693,CKT_0131,43.082487,-116.816391,Wood,72,2019,Backyard,2
P_0012694,CKT_0013,39.913599,-120.006721,Wood,31,2016,Backyard,3
P_0012695,CKT_0118,42.97662,-117.002559,Wood,43,1970,Backyard,5
P_0012696,CKT_0138,43.069443,-116.993221,Composite,59,2000,Backyard,1
P_0012697,CKT_0062,42.811611,-117.097528,Steel,56,1965,Backyard,4
P_0012698,CKT_0110,43.027815,-117.280155,Steel,71,1972,Backyard,1
P_0012699,CKT_0045,42.960594,-116.94648,Steel,63,1979,Backyard,1
P_0012700,CKT_0089,39.988253,-119.884183,Steel,55,1966,Off-road,3
P_0012701,CKT_0090,42.964418,-117.150403,Wood,47,2011,Roadside,4
P_0012702,CKT_0023,42.915368,-116.90347,Steel,33,2008,Roadside,1
P_0012703,CKT_0020,42.276426,-117.854376,Steel,44,1999,Backyard,1
P_0012704,CKT_0017,43.002934,-116.931638,Wood,51,1972,Roadside,1
P_0012705,CKT_0083,42.912275,-116.959469,Composite,57,1976,Off-road,4
P_0012706,CKT_0076,39.903987,-119.927189,Wood,46,1978,Backyard,5
P_0012707,CKT_0072,39.867493,-120.061774,Wood,46,1972,Roadside,4
P_0012708,CKT_0019,39.787044,-120.023866,Wood,71,2019,Backyard,3
P_0012709,CKT_0082,40.029186,-119.844633,Wood,70,1981,Off-road,4
P_0012710,CKT_0107,41.915905,-118.039055,Wood,50,1987,Roadside,1
P_0012711,CKT_0136,42.938004,-117.100056,Composite,32,1996,Roadside,4
P_0012712,CKT_0117,43.010842,-117.024733,Wood,41,1974,Roadside,4
P_0012713,CKT_0034,40.022426,-120.065919,Wood,50,2011,Roadside,5
P_0012714,CKT_0031,39.958659,-120.014659,Composite,49,1985,Off-road,2
P_0012715,CKT_0096,39.974233,-119.983398,Steel,31,2000,Off-road,4
P_0012716,CKT_0093,42.903645,-116.983849,Composite,32,2012,Off-road,4
P_0012717,CKT_0099,43.031971,-116.910352,Composite,67,1973,Backyard,2
P_0012718,CKT_0125,40.097768,-120.019915,Wood,56,1967,Roadside,1
P_0012719,CKT_0083,42.787691,-117.149247,Composite,71,2004,Off-road,2
P_0012720,CKT_0102,43.117066,-116.901353,Wood,67,1971,Off-road,3
P_0012721,CKT_0039,40.081577,-119.966185,Wood,31,2016,Off-road,5
P_0012722,CKT_0115,43.229309,-116.858151,Composite,62,1972,Roadside,5
P_0012723,CKT_0020,42.0355,-118.018889,Steel,75,1972,Off-road,2
P_0012724,CKT_0060,40.056563,-119.891165,Composite,74,2019,Off-road,2
P_0012725,CKT_0104,42.066965,-117.987879,Composite,63,1993,Backyard,1
P_0012726,CKT_0083,42.896831,-116.897496,Steel,75,2002,Backyard,5
P_0012727,CKT_0003,40.049793,-120.170203,Wood,52,1981,Off-road,2
P_0012728,CKT_0141,42.952591,-117.155452,Steel,75,1986,Roadside,2
P_0012729,CKT_0134,41.900939,-117.85672,Steel,57,1981,Off-road,2
P_0012730,CKT_0072,39.931061,-119.992856,Steel,45,1999,Off-road,4
P_0012731,CKT_0037,42.744269,-116.973443,Composite,68,2019,Backyard,4
P_0012732,CKT_0005,40.107559,-119.86106,Steel,65,1969,Roadside,1
P_0012733,CKT_0126,39.91941,-120.087005,Steel,34,2014,Roadside,5
P_0012734,CKT_0087,43.042302,-116.998371,Composite,38,2009,Backyard,2
P_0012735,CKT_0097,42.085886,-118.27554,Steel,42,1966,Off-road,4
P_0012736,CKT_0003,39.904044,-120.005841,Steel,60,1996,Off-road,5
P_0012737,CKT_0077,41.969693,-118.006076,Wood,72,1989,Backyard,4
P_0012738,CKT_0132,41.932689,-118.15573,Composite,34,1965,Backyard,1
P_0012739,CKT_0058,41.874846,-118.15922,Composite,74,2022,Roadside,3
P_0012740,CKT_0050,40.035843,-119.873851,Wood,62,2004,Roadside,3
P_0012741,CKT_0007,39.952012,-120.075893,Wood,75,2009,Roadside,2
P_0012742,CKT_0132,42.088159,-117.902719,Composite,36,1987,Backyard,5
P_0012743,CKT_0068,42.921426,-117.019504,Wood,33,2000,Roadside,2
P_0012744,CKT_0072,40.09263,-119.804781,Steel,54,1970,Off-road,4
P_0012745,CKT_0092,43.063481,-116.886166,Composite,40,1966,Roadside,4
P_0012746,CKT_0110,42.888662,-116.887865,Wood,67,2016,Backyard,1
P_0012747,CKT_0038,43.01295,-117.056261,Composite,38,1989,Off-road,4
P_0012748,CKT_0137,43.021337,-116.8817,Wood,73,2000,Backyard,5
P_0012749,CKT_0081,39.887609,-119.93593,Steel,37,1970,Roadside,5
P_0012750,CKT_0104,41.918933,-118.107213,Steel,30,2008,Roadside,5
P_0012751,CKT_0034,40.030847,-119.991893,Wood,66,1976,Off-road,4
P_0012752,CKT_0143,43.054363,-116.996857,Steel,60,1978,Backyard,1
P_0012753,CKT_0123,42.12954,-117.967836,Composite,56,1979,Roadside,2
P_0012754,CKT_0107,42.085517,-118.14019,Composite,68,2006,Backyard,1
P_0012755,CKT_0141,43.126181,-116.903783,Steel,55,2009,Backyard,4
P_0012756,CKT_0087,43.095352,-116.990042,Steel,30,2015,Off-road,3
P_0012757,CKT_0147,41.7948,-118.005028,Steel,31,1998,Off-road,1
P_0012758,CKT_0003,40.048357,-120.131697,Composite,32,1986,Roadside,5
P_0012759,CKT_0031,39.972874,-119.966449,Wood,65,1978,Roadside,4
P_0012760,CKT_0097,42.129795,-117.812279,Composite,69,1976,Backyard,1
P_0012761,CKT_0017,43.198039,-116.87137,Composite,75,2002,Off-road,1
P_0012762,CKT_0079,43.001132,-116.949282,Steel,53,2022,Backyard,3
P_0012763,CKT_0105,43.048494,-116.882024,Steel,34,2002,Off-road,3
P_0012764,CKT_0114,41.887376,-118.115748,Wood,38,1981,Roadside,4
P_0012765,CKT_0007,39.846705,-119.868066,Wood,55,1968,Backyard,1
P_0012766,CKT_0011,40.031391,-119.890175,Composite,41,2003,Off-road,5
P_0012767,CKT_0068,42.925237,-116.986008,Composite,32,1993,Backyard,1
P_0012768,CKT_0142,42.936444,-117.033724,Composite,37,2013,Off-road,5
P_0012769,CKT_0122,42.967163,-117.03735,Wood,49,2004,Off-road,2
P_0012770,CKT_0080,42.851888,-116.907431,Steel,61,1998,Backyard,5
P_0012771,CKT_0112,43.000059,-116.971131,Wood,45,1973,Roadside,4
P_0012772,CKT_0068,43.009122,-117.057705,Steel,47,2001,Off-road,1
P_0012773,CKT_0111,39.831329,-119.994235,Wood,60,1992,Backyard,3
P_0012774,CKT_0019,39.990131,-119.840665,Steel,31,2009,Off-road,1
P_0012775,CKT_0048,42.041953,-118.029226,Steel,42,2017,Backyard,3
P_0012776,CKT_0090,42.950014,-116.993382,Composite,42,2012,Roadside,3
P_0012777,CKT_0028,43.108002,-116.861212,Steel,52,2006,Off-road,2
P_0012778,CKT_0052,43.00382,-117.259868,Wood,69,1985,Roadside,5
P_0012779,CKT_0111,40.095969,-119.985126,Wood,65,1990,Roadside,2
P_0012780,CKT_0122,42.793034,-116.870931,Composite,33,1978,Backyard,4
P_0012781,CKT_0014,39.907811,-120.193681,Steel,65,1992,Backyard,3
P_0012782,CKT_0053,39.891932,-120.101002,Steel,60,1988,Roadside,3
P_0012783,CKT_0063,39.911307,-120.087302,Wood,50,1980,Backyard,4
P_0012784,CKT_0048,42.034976,-118.110313,Steel,42,2003,Roadside,4
P_0012785,CKT_0081,40.02891,-119.892478,Wood,63,1971,Roadside,1
P_0012786,CKT_0050,40.151694,-119.978588,Steel,64,1967,Off-road,1
P_0012787,CKT_0088,39.953659,-119.95509,Wood,61,1999,Roadside,1
P_0012788,CKT_0125,40.085643,-120.078504,Wood,30,1980,Off-road,2
P_0012789,CKT_0034,40.091068,-120.055543,Wood,62,1974,Roadside,3
P_0012790,CKT_0005,39.885425,-119.83981,Wood,55,1965,Off-road,5
P_0012791,CKT_0123,41.886437,-118.111651,Wood,66,1994,Backyard,4
P_0012792,CKT_0078,43.125419,-116.950659,Composite,63,1999,Backyard,1
P_0012793,CKT_0025,42.971908,-117.178276,Steel,55,1970,Off-road,1
P_0012794,CKT_0036,40.08221,-120.00866,Steel,55,1981,Backyard,3
P_0012795,CKT_0076,40.10734,-120.055938,Composite,33,1982,Roadside,5
P_0012796,CKT_0077,41.879434,-117.906424,Steel,72,2010,Backyard,1
P_0012797,CKT_0033,40.189992,-120.147776,Steel,71,1974,Roadside,2
P_0012798,CKT_0006,42.922373,-116.99725,Steel,74,2018,Backyard,2
P_0012799,CKT_0130,42.075642,-118.145356,Steel,36,1966,Backyard,3
P_0012800,CKT_0033,39.927886,-119.899083,Composite,32,1975,Off-road,4
P_0012801,CKT_0029,40.079153,-120.10379,Wood,41,1998,Off-road,3
P_0012802,CKT_0026,40.10733,-119.917113,Steel,52,2011,Backyard,5
P_0012803,CKT_0077,41.774895,-118.027931,Wood,35,2010,Off-road,5
P_0012804,CKT_0116,40.033159,-119.865184,Steel,54,1999,Off-road,4
P_0012805,CKT_0130,41.97027,-117.910725,Steel,69,2001,Roadside,2
P_0012806,CKT_0107,42.084375,-117.957497,Composite,67,1993,Backyard,3
P_0012807,CKT_0104,42.023573,-117.931277,Wood,68,1969,Off-road,1
P_0012808,CKT_0087,42.817378,-117.063963,Wood,44,1999,Backyard,5
P_0012809,CKT_0130,41.844454,-117.842185,Steel,56,1970,Off-road,3
P_0012810,CKT_0138,43.144231,-116.82939,Steel,46,1979,Off-road,2
P_0012811,CKT_0086,40.090297,-119.913676,Composite,73,2014,Backyard,2
P_0012812,CKT_0010,39.962546,-120.173813,Steel,71,2006,Roadside,5
P_0012813,CKT_0121,42.139849,-118.141302,Wood,62,1986,Backyard,3
P_0012814,CKT_0104,41.922203,-117.990896,Wood,59,2003,Backyard,4
P_0012815,CKT_0009,43.031494,-117.089364,Steel,43,1971,Off-road,2
P_0012816,CKT_0068,42.910013,-116.963116,Composite,46,1976,Off-road,5
P_0012817,CKT_0061,40.036932,-119.893592,Wood,30,1975,Backyard,5
P_0012818,CKT_0021,42.878345,-116.931344,Wood,71,1996,Off-road,3
P_0012819,CKT_0076,40.114985,-119.967234,Wood,42,1983,Backyard,1
P_0012820,CKT_0007,39.945962,-120.134958,Steel,34,2015,Roadside,1
P_0012821,CKT_0012,41.839579,-118.097956,Steel,61,1990,Off-road,1
P_0012822,CKT_0038,42.963518,-116.966896,Composite,68,1991,Roadside,1
P_0012823,CKT_0085,39.910308,-120.093593,Wood,54,2022,Backyard,3
P_0012824,CKT_0012,42.186266,-117.85918,Composite,69,1993,Off-road,2
P_0012825,CKT_0053,40.121622,-119.957654,Composite,49,1973,Off-road,3
P_0012826,CKT_0131,42.922216,-117.107584,Steel,53,2000,Roadside,5
P_0012827,CKT_0076,40.143454,-119.642749,Wood,65,2017,Backyard,3
P_0012828,CKT_0016,42.133086,-117.994977,Composite,70,1967,Off-road,3
P_0012829,CKT_0031,40.062598,-119.911023,Composite,48,2005,Backyard,1
